name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
I Want Coffee! Enamel Lapel Pin,"Addicted to coffee? Pin your daily needs on you everywhere you go. A strong enamel pin, just as firm as a good espresso.",250,21.04166667,52.090737,5.12142,fashion,accessories,1,21.04167824,fashion_accessories
Andy Squyres - Help Me Make My Best Album Yet!,It's time to record the follow up album to Cherry Blossoms. This next album is gonna be even better.,35000,30,35.227087,-80.843127,music,faith,1,30,music_faith
Darwin's Treasure Chest. 3D-printable learning models,Kids should have fun with evolution! These scientist-approved 3D-printable models of prehistoric life and info cards make learning fun.,38000,28.49420139,38.907192,-77.036871,art,sculpture,0,0,art_sculpture
Victorian Gothic & Steampunk Magazine printing/subscriptions,Newly founded Victorian Gothic & Steampunk magazine seeks local printing for subscriptions and distribution for its nationwide readers.,3500,45,42.584742,-87.821185,journalism,print,0,0,journalism_print
Weather Friends Flashcards,A set of illustrated weather flashcards,300,30,51.057695,-1.308063,design,toys,0,0,design_toys
The Seers Aspectu: Playing Cards for Cardistry USPCC,The Seers Aspectu: The perfect cardistry deck printed by USPCC,3800,29.95833333,52.193636,-2.221575,games,playing cards,1,29.95834491,games_playing cards
The Las Vegas Postcards,"An award-winning novelist sends you a postcard from Vegas, and thereby reinvents the funding of great literature. Hey, wow, Litcoin!",1500,14,36.169941,-115.13983,art,mixed media,1,14,art_mixed media
Flower Power Convertible Bag!,An adorable flower shaped faux leather bag that converts from fanny pack to crossbody!,4500,20,48.428421,-123.365644,fashion,apparel,1,20,fashion_apparel
According to Arthur...,"PaddleBoat are creating an original, beautifully illustrated children's storybook to accompany our family show 'According to Arthur...'",3800,51.90457176,50.718412,-3.533899,publishing,children's books,1,51.90474537,publishing_children's books
Taking Christmas Lights to the Next Level,This project will allow most anyone to view a synchronized Christmas lights show right from the warmth of their own home.,6000,45,26.339806,-81.778697,film & video,family,0,0,film & video_family
The Eternity Project/ ROGUE,"â€˜The Eternity Projectâ€™ is a multi-media collaborative project by Amy Querin, involving original interviews, video & choreography.",2500,40.28493056,36.737798,-119.787125,art,performance art,1,40.28532407,art_performance art
BLOCK - le livre,Retour sur dix-huit annÃ©es de recherches et de constructions architecturales,4000,30,45.703269,3.344854,publishing,art books,1,30,publishing_art books
Mechanical future - magnetic DIY mechanical model,Magnetic mechanical scavengers and mechanical tarantulas,8000,15,22.258759,114.19107,crafts,diy,1,15,crafts_diy
Black Riders and Other Lines,"A musical setting of three thought provoking poems by Stephen Crane from his book, 'Black Riders and Other Lines'.",950,21,33.748995,-84.387982,music,classical music,1,21,music_classical music
Tarot Mood,"Tarot Mood is a disgustingly relatable 78 card deck for your irreverent, esoteric, edutainment!",4000,30.04166667,45.515232,-122.678385,art,digital art,1,30.04167824,art_digital art
Lesbian bar/art space for Oakland,Im looking to create a safe space for queer (mainly) women to have fun and enjoy local art and music.,8000,30,37.804351,-122.271164,music,punk,0,0,music_punk
Low Country Delight,This will be packaged with everything you want in a low country boil along with my special ingredients that will make your jaw drop!,300000,30,33.473498,-82.010515,food,small batch,0,0,food_small batch
Attom fidget spinner,I'm building a new type of fidget spinner that  would have a magnetize ball surrounded by two index rings that makes it levitate,11700,41,40.717754,-74.043143,technology,gadgets,0,0,technology_gadgets
True Colors,An hour-long pilot about a group of suburban LGBT teens coming of age in the early 90's.,50000,31.96429398,34.052234,-118.243685,film & video,drama,0,0,film & video_drama
The Maleficent Project,Funding is needed to transform professional model and cosplayer Victoria Cosplay into Maleficent for a creative & artistic shoot.,700,30,39.952584,-75.165222,photography,people,0,0,photography_people
Building Brisbane's Ultimate Hub for Creative Innovators,We want to develop our inclusive community space into the ultimate hub for creative innovators.,6000,40.04166667,-27.470453,153.026034,technology,makerspaces,1,40.04166667,technology_makerspaces
SunPack,Disclaimer: picture is of prototype Consumer design is a 3d printed plastic enclosure. Solar and wall charged portable USB charger,1500,30,36.33202,-94.118537,technology,hardware,1,30.00001157,technology_hardware
Planetary Paranormal: A Fantasy & Magic Mini-Comic,"Blending fantasy, historical fiction, action, and horror into the beginning of an epic tale which transcends space and time.",275,24,39.961176,-82.998794,comics,comic books,1,24,comics_comic books
Maid cafÃ© BCN,"---hello,ã“ã‚“ã«ã¡ã¯,hola,salut,ciao      
-The dream is open a maid cafÃ© in Barcelona!  
well, can you help?",50000,28.56079861,41.387397,2.168568,food,restaurants,0,0,food_restaurants
Forgotten: Life on the streets of Portland Oregon.,Homeless photos taken by a fellow member of the homeless. Me.,1000,30,45.515232,-122.678385,photography,photobooks,0,0,photography_photobooks
"""What We Love Most About Life""- Autistic Children's Insights","I asked 150 children/teens on the autism spectrum: ""What do you love most about life?"" Here are their uplifting, insightful answers.",10000,31,53.100319,-0.993631,publishing,nonfiction,1,31.00001157,publishing_nonfiction
The Sires of Time Volume First (A Hardcover Graphic Novel),A two-toned collection featuring the adventures of four time-traveling knights on a quest to find the scattered shards of Excalibur,12000,32.47583333,41.49932,-81.694361,comics,graphic novels,1,32.47584491,comics_graphic novels
Raycee & Mills Debut EP,Raycee & Mills are recording an EP!,4300,32.95833333,40.712775,-74.005973,music,pop,1,32.95833333,music_pop
Franklin the Ladies' Cat,Animated short featuring a cat who knows how to woo the ladies.,2500,31.35010417,40.712775,-74.005973,film & video,animation,1,31.35012731,film & video_animation
Better to Have Loved...?,About the impact of addiction on relationships; my play hopes to inspire & support those affected to connect with their own creativity,3000,30,53.817505,-3.035675,theater,plays,1,30,theater_plays
THE HUMAN TORNADO NEEDS YOUR HELP!,help us to make our first record! we need your help guys! we will send you free gifts from the band..! THANKSSSS,1000,30,39.308771,16.346379,music,metal,1,30.00001157,music_metal
Making Copy,Writers need work and the work is out there. Making Copy is a site that connects writers who need work with companies who need writers.,5000,60,29.998831,-95.262155,journalism,web,0,0,journalism_web
Finals Week - A mind-altering horror-comedy,"Influenced by 1980s slasher films, this psychological thrill ride will make you laugh, scream, and ponder what it means to be sane.",1700,30.6287037,34.052234,-118.243685,film & video,shorts,1,30.6287037,film & video_shorts
PRIMER VOLUMEN DE NERSEF EN FORMATO FÃSICO.,Nersef es un webcomic mexicano desarrollado por GaspachoArt.,50000,30.04166667,30.840634,-115.283759,comics,graphic novels,0,0,comics_graphic novels
L'Appartement 4F,L'Appartement 4F is leaving l'appartement! We signed the lease for a brick and mortar shop on Montague Street in Brooklyn Heights.,50000,30,40.678178,-73.944158,food,restaurants,1,30.00005787,food_restaurants
Start-Up App,"A mobile application that provides unique connectivity for individuals to tackle goals, meet friends, and experience life.",100000,59.95833333,41.878114,-87.629798,technology,apps,0,0,technology_apps
RT Stratos,"You imagine a camera attached to a helium balloon in space
-------
Te imaginas una camara atada a un globo de helio en el espacio",650,24.92446759,36.834047,-2.463714,film & video,experimental,0,0,film & video_experimental
Weltweite Voting-Plattform fÃ¼r aktuelle Themen.,Das Ziel ist es dem Volk die MÃ¶glichkeit zu geben sich zu aktueller Politik in konstruktiver und reprÃ¤sentativer Form zu Ã¤uÃŸern.,40000,15,55.864237,-4.251806,journalism,web,0,0,journalism_web
Sharon,An unconventional photographic essay documenting struggles of a single father and his severely disabled daughter.,21000,30,37.804351,-122.271164,photography,photobooks,1,30,photography_photobooks
Artificial Intelligence for Art,"To develop and educate an Artificial Intelligence that complements the ArtID's Digital Certification service, based on Blockchain.",50000,60,46.003678,8.951052,technology,software,0,0,technology_software
The Gathering: An Ongoing Comic Book Anthology,Gathering Vol 1 debuted in July to much praise. We're looking to use Kickstarter to help fund the next few issues of the ongoing series,1000,45.04166667,40.335648,-75.926875,publishing,art books,1,45.04512731,publishing_art books
INSIDER ART,"A Print Compendium of Comics, Crafts & Cats",25000,15,34.052234,-118.243685,comics,anthologies,1,15,comics_anthologies
"""The Q.B. Collection""","A bold collection that celebrates fashion, music, and pop culture in pop art and abstract form.",1100,30,39.961176,-82.998794,art,conceptual art,0,0,art_conceptual art
BONZI PAINTING,"I paint realistic ocean pictures. They're inspired from surfing.  I need a van to work and live out of and be inspired, also advertise.",2500,39.64931713,29.474975,-81.127004,art,painting,0,0,art_painting
Cozy Days: The Art of Iraville,A collection of Iraville's best artwork in a beautifully presented hardback art book.,20000,30,52.193636,-2.221575,art,illustration,1,30,art_illustration
Emerson Sings!,Emerson Sings is the first cabaret to celebrate the work of up and coming musical theater composers who are alumni of Emerson College.,3500,30,40.712775,-74.005973,theater,musical,0,0,theater_musical
Grind Your Brain - Death Metal Concept Album,"A concept album straight from the Polish Death Metal Underground.
Discover the truth behind the one who is ""Blessed With Insanity""!",3500,35,50.811819,19.120309,music,metal,0,0,music_metal
"The Inverted ""Thorns"" Debut Album",We need your help to sound better! We are a three piece rock band out of south Florida and we want our dream to become our reality!,3000,42,27.254491,-80.22977,music,indie rock,1,42,music_indie rock
"""SEVEN"" Performance/Film @ Brighton Fringe 2016",An uncompromising exploration of PTSD through Verbatim technique. @ Brighton Fringe 2016,2500,59.95833333,50.822629,-0.137047,theater,experimental,1,59.95833333,theater_experimental
Lowell Artistry,"Community individuals creating thought-provoking, inspiring and vibrant art that is representative of the multiculture in Lowell, MA",15000,19.83777778,42.633425,-71.316172,crafts,pottery,0,0,crafts_pottery
100 plus Customing,Custom clothing,1500,29.95832176,38.861162,-86.487215,fashion,apparel,0,0,fashion_apparel
Help PEARSONWIDRIG DANCETHEATER go to Cuba!,Support PWDT's cultural exchange project in Cuba â€“ including the creation of a new site-specific performance in Old Havana.,10000,33.23224537,23.113592,-82.366596,dance,residencies,1,33.23224537,dance_residencies
Shoes Off,"A short film by Cameron Clarke and Shane Hughes. 

You'd do anything for your best friend. Right?",10000,30,-37.813628,144.963058,film & video,comedy,1,30.0000463,film & video_comedy
Catawampus Creations,Black and white psychedelic drawings on useful items.,1000,30,50.693848,-1.304734,art,conceptual art,0,0,art_conceptual art
The Beer Lovers Dilemma,With all the beer out there where does one start? We will sample multiple beer's from the United States to Germany to Italy!,125,14,37.338208,-121.886329,food,drinks,0,0,food_drinks
Publishing,Help us bring to print the Exotic Bird Magazine. It  will provide information to help pet bird owners to better care for pet birds,1500,29.95833333,27.950575,-82.457178,publishing,periodicals,0,0,publishing_periodicals
Horror Icon Busts and Masks,"Full scale Boris Karloff ""Frankenstein Monster"" busts and masks",1000,30,42.466763,-70.949494,art,sculpture,1,30,art_sculpture
Marie hard enamel pins,Marie hard enamel pins made by Lil pincake. Second and probably last batch. LE200.,200,35,50.851368,5.690972,art,digital art,1,35,art_digital art
"Video Shoot for N-Trigue Da Incredible's EDM/RAP record ""UP""",Videoshoot for N-Trigue Da Incredible's EDM/RAP song UP! No matter what anybody say or short falls that come your way! Keep going Up!,10000,30,36.169941,-115.13983,music,electronic music,0,0,music_electronic music
Farmer's Solar Powered Friends å¤ªé™½å…‰ç™ºé›»ãƒ•ã‚¡ãƒ¼ãƒžãƒ¼ã‚ºãƒ»ãƒ•ãƒ¬ãƒ³ã‚º,"A prototype of a solar powered composting system, compost tea maker 
and an electric fence.  å¤ªé™½ç™ºé›»ã«ã‚ˆã‚‹å †è‚¥ã‚·ã‚¹ãƒ†ãƒ ã¨ç£å®³å¯¾ç­–ç”¨é›»æŸµã®è©¦ä½œå“",150000,60.04166667,35.011564,135.768149,food,farms,1,60.04166667,food_farms
E.L.F.s,E.L.F.s are a series of small creatures invading your home to spread a bit chaos and destruction.  Sculpted by artist Jesse Berlin,4500,60,32.222607,-110.974711,art,sculpture,0,0,art_sculpture
"CRASH, BOOM, POP! Money & Economics Exposed (Graphic Novel)",We want reading about economics and money to be as easy as reading comic books. Take part in a groundbreaking revolution in thinking.,35000,30.04166667,47.606209,-122.332071,comics,graphic novels,1,30.04168981,comics_graphic novels
Population Bottleneck - Kickstarter donation page,"As a X-mas gift to my brother and his band, I am helping raise money to help them make their first recording!",540,30,44.977753,-93.265011,music,rock,1,30.00001157,music_rock
"Super Light Compact Shoes ""rate up""","A Brand New Type of Footwear!
Great for sports, travels and so much more!",15000,60.04166667,35.6804,139.769017,fashion,footwear,0,0,fashion_footwear
The Magic Smiley Face,I'm creating a series based on a Smiley Fella to entertain age groups above 15 all across the UK and possibly more ;).,3000,59.97799769,51.454513,-2.58791,film & video,animation,0,0,film & video_animation
Pa' que nacÃ¯ Single Recording,"Somos PaÂ´ Que NacÃ¯ una banda de punk rock de Tijuana, Baja California, Mexico que esta en la espera de sacar un primer sencillo.",2500,20,32.514947,-117.038247,music,punk,0,0,music_punk
"New BoomBox Studio Album ""Filling In The Color""","BoomBox needs your help funding the upcoming release of their brand new studio album ""Filling In The Color"" available January 14, 2014!",15000,30,34.744811,-87.667529,music,electronic music,1,30,music_electronic music
Go Away - A Short Film,Five college friends visit an inherited house. Unbeknownst to them the house is less than vacant. Passing away doesn't mean moving on.,250,8.104525463,32.702612,-103.13604,film & video,horror,1,8.104675926,film & video_horror
Job Readiness Project - Get Back to Work,"Addressing application, resume and interviewing etiquette. Resume writing assistance and an outlet to post selective open positions.",5000,29.95833333,41.878114,-87.629798,journalism,web,0,0,journalism_web
Four Corners' Debut Album,"Four Corners, a new vocal jazz quartet from Kalamazoo, MI needs help to record their debut album!",10000,52.18859954,42.291707,-85.587229,music,jazz,1,52.18862269,music_jazz
Night Runner 270Â° Shoe Lights,"Night Runner 270Â° Shoe Lights safely illuminate your path to run, walk, bike, and hike from dusk until dawn. See More / Run More",35000,29.95833333,28.538383,-81.378927,technology,wearables,1,29.95837963,technology_wearables
War of Eden: The Garden - Sci-fi Novel Series,"War of Eden is the next big Sci-Fi novel series. In vol 1, The Garden, Jane starts a war to find out what it means to be human",14000,29.59265046,45.515232,-122.678385,publishing,young adult,0,0,publishing_young adult
SGP Elevate Project,I want to elevate my work by upgrading to a full frame camera body. This project will also give back with exclusive rewards!,2500,30.1603588,41.202017,-77.264415,photography,fine art,0,0,photography_fine art
PASTEL SYLVEON HARD ENAMEL PIN,Sylveon is hands down my favorite bby pokemon and I want to share that with everyone by making a cute pin of her~ â˜†å½¡,300,14,-33.86882,151.209295,fashion,accessories,1,14,fashion_accessories
Send The Geneseo Poets to Nationals!,"We've brought spoken word to Geneseo, and now we're ready to show CUPSI what we're made of. Help us get there.",300,16.24665509,42.795896,-77.816947,art,performance art,1,16.24670139,art_performance art
www.musique-studio.com,Finalise and keep the current web site active and have first Professional record made and ready for distribution.,6500,46.82226852,47.442406,-70.504084,music,world music,0,0,music_world music
Ajuanina Photography Start up,Trying to get my business up off the ground. Please look at my website: caitlin-kellythompson.squarespace.com and instagram: Gerbot15,1500,30,34.147785,-118.144515,art,digital art,0,0,art_digital art
The Adventures of Captain Cosmic issue 1,"The Adventures of Captain Cosmic, is a classic, good vs evil, space adventure superhero comic in the vein of the Silver Age.",400,15,51.507218,-0.127586,comics,comic books,1,15.00002315,comics_comic books
A 3D printer for the whole family,"Sculpto is a 3D printer and app for the home - where families can create their own toys, gadgets and inventions!",150000,30.04166667,56.162939,10.203921,technology,3d printing,1,30.04166667,technology_3d printing
Auntie Liana's Baked With Love Cakeballs!,Help us get a brand new kitchen so we can update our license and keep the cakeballs coming!,25000,32.02,41.122019,-73.794852,food,small batch,1,32.02016204,food_small batch
Imperial Robotics Team 4286 - 2016 Funding,Funding to help bring our team to the 2015-2016 FIRST Robotics competition to increase the team's experience and spread engineering joy,275,40,37.608756,-77.373314,technology,robots,1,40.00002315,technology_robots
Good Friday,Lucas has lost his way (and his son) after his wife's death. All changes one Good Friday. Film is complete; funding is for trailer!,8000,30,40.789142,-73.134961,film & video,drama,0,0,film & video_drama
The Jewish Planner 5781,"An illustrated, interactive weekly planner that integrates the Hebrew and Gregorian dates in an elegant, portable form.",14000,38.37471065,38.907192,-77.036871,publishing,calendars,1,38.37471065,publishing_calendars
Netro - Scientifically Water Your Garden,"Introducing Sprite, the cloud-based watering controller and Whisperer, the solar-powered plant sensor for effortless home irrigation",25000,30,45.515232,-122.678385,technology,hardware,1,30.00001157,technology_hardware
SMALL TOWN: SKELETONS,A roleplaying game about being bored to the bone.,350,14,53.959965,-1.087298,games,tabletop games,1,14,games_tabletop games
7 Meats ðŸ¥©âœ¨ | KBBQ 7 Rings MV Parody,A passion project combing ABG and KBBQ culture with the infamous Ariana Grande 7 Rings MV and tattoo scandal ðŸ’•,1050,18.89719907,33.787914,-117.853101,film & video,music videos,1,18.89719907,film & video_music videos
JCM's album SKY BLUE,"Sky blue , like JCM's album it's going to be everywhere!",8000,37.99836806,34.052234,-118.243685,music,hip-hop,0,0,music_hip-hop
Bottega Krua: italian handmade ceramics,Handmade and handpainted ceramics with the traditional italian style,4153,30,45.765729,11.727275,art,ceramics,0,0,art_ceramics
DTrang Comics Vol. 1,"A book combining my weekly comics #1-30, with a gif process of each one!",500,15,37.338208,-121.886329,art,digital art,1,15.00002315,art_digital art
Friends of RodeoCountryRadio.com,RodeoCountryRadio.com is features great country music blended with rodeo stories & interviews.,2000,29.95833333,51.044733,-114.071883,publishing,radio & podcasts,0,0,publishing_radio & podcasts
Seth Lee Jones debut album,"Seth Lee Jones, master luthier and Tulsa musician, is recording and releasing his debut album",8000,30,36.153982,-95.992775,music,blues,1,30,music_blues
LIVION,"Livion es un sistema integral de software y hardware que recupera, elimina y protege tu informaciÃ³n en cualquier momento y/o situaciÃ³n.",110000,31,19.173773,-96.134224,technology,wearables,0,0,technology_wearables
The IMPRINT Home Studio Hand Screen Print Machine,"The IMPRINT is a portable, compact multi colour DIY hand screen printing machine. 
Available till 12th Nov - Delivery for Christmas",21000,28.02045139,-33.86882,151.209295,design,graphic design,1,28.02045139,design_graphic design
Himnario MelodÃ­as Eternas,Himnario MelodÃ­as Eternas,100000,53.89715278,32.544749,-115.071806,publishing,art books,0,0,publishing_art books
Say I Love You. An Ad Campaign Divorced from Sales.,"""Say I Love You."" is an ad campaign that seeks to give to consumers without getting anything in return. It's a call to action.",150000,38,40.712775,-74.005973,design,graphic design,0,0,design_graphic design
Scareycrows,Feature length Comedy-Horror about a trainee hairstylist who has to save her boyfriend from a horde of killer Scareycrows,7000,21.62581019,50.715559,-3.530875,film & video,horror,1,21.62581019,film & video_horror
I'm starting a radio/podcast network; name TBD.,"I am starting a podcast network that will have shows covering pro wrestling, sports, current events, and video games.",3000,40,36.868955,-94.367996,journalism,audio,0,0,journalism_audio
Keynade,"The ultimate take anywhere pocket tool! Lift tabs, pop tops, and keep track of your keys!",3000,30,42.326515,-122.875595,technology,gadgets,1,30,technology_gadgets
3rd Wave of YouTube Con #3WYCON,Small Youtuber Con: The Next Wave of Youtubers are here! We need a place to gather and take the revolution to the next level!,6000,32.6787037,34.052234,-118.243685,film & video,festivals,0,0,film & video_festivals
Icycle: people powered eyewear,"Sun and Computer Glasses made of 100% Recycled Plastic, Empowering Locals while Giving Back to their Community.",15000,40,51.507218,-0.127586,design,product design,1,40.00001157,design_product design
100 Miniature Watercolor Landscapes,Iâ€™ll be painting watercolor landscape panoramas to raise money for my next exhibit!,2000,29.95833333,37.002983,-121.556637,art,painting,0,0,art_painting
"Upgrade to our laser engraving business, Need a bigger laser","We have been operating our glass & acrylic engraving business since 2003, we need your help upgrading our laser engraver capabilities.",65000,30,39.961176,-82.998794,crafts,glass,0,0,crafts_glass
"GoLights Path: Personal, Lightweight Lighting",Magnetic Mount Multi-use,25000,45,45.515232,-122.678385,technology,wearables,0,0,technology_wearables
Trotsky's Stalin - Help publish the first complete edition!,"Trotsky's unfinished biography of Stalin, the most extensive ever edition of the book completed from the original archive material.",3000,30.03641204,51.507218,-0.127586,publishing,nonfiction,1,30.03641204,publishing_nonfiction
My Bad Bad Dog: Picture Book Starring Mischievous Husky,"An award-winning storyteller, a wonderful artist, and a very naughty dog.",2500,28,42.360082,-71.05888,publishing,children's books,1,28,publishing_children's books
Rachel Rocketeer,"An illustrated STEM-filled storybook about a girl's quest to design, build and test a rocket that can take her to Mars.",2000,23,-27.470453,153.026034,publishing,children's books,1,23.00001157,publishing_children's books
NIGHT OWLS - a Deluxe Edition Art Book by Dan Brereton,An exclusive expanded Signature Edition  featuring new illustrations by Dan Brereton!,10000,21,38.581572,-121.4944,art,illustration,1,21,art_illustration
Universe of Maralen Mixtape,"Help me get closer to my dreams by funding my project!\r
No genres just good music to build with.\r
Funds for recording/mixing/mastering.",1300,21,38.989697,-76.93776,music,hip-hop,0,0,music_hip-hop
Green City Times,"Green City Times - www.greencitytimes.com is a website, 2 blogs (thus far), a Facebook & Twitter page (@gctimes) about sustainability.",5000,30,39.103118,-84.51202,journalism,web,0,0,journalism_web
Support Bright Shores Creative Decolonization Efforts!,Receive a free Bright Shores Photography digital print with donations of $20 or more.  www.aalukedwardson.com/bright-shores,5000,30.58944444,71.290556,-156.788611,theater,plays,1,30.58944444,theater_plays
Forget the Girl's Final Bow,"After a long hiatus, Boston's best all-asian rock band, Forget the Girl, is back to bring you one last record of mind-blowing music.",9000,30,40.712775,-74.005973,music,rock,1,30,music_rock
2016 TAPR DCC Video on HamRadioNow,HamRadioNow will produce YouTube video of the complete 2016 ARRL & TAPR Amateur Radio (Ham Radio) Digital Communications Conference,5000,31.34650463,27.767601,-82.640291,film & video,television,1,31.34650463,film & video_television
Baloon Labyrinth Installation,Help me to install a 50 foot long labyrinth made of balloons at UCSB.,350,11.22349537,34.413329,-119.860972,art,installations,1,11.22380787,art_installations
Churn & Burn BBQ and Ice Cream,"We are launching a unique food truck in Denver, CO, specializing in gourmet Hickory Smoked BBQ and Liquid Nitrogen Ice Cream creations.",9000,30,39.739236,-104.990251,food,food trucks,0,0,food_food trucks
Bloody Hel,A 100-page graphic novel about 5 mystically-powered viking warriors who suddenly find themselves caught in the middle of World War I,12000,30,42.360082,-71.05888,comics,graphic novels,1,30.00001157,comics_graphic novels
Sterling Pickle Woodworking,Creating original furniture and other functional woodworking projects out of sustainable hard woods.,14000,30,41.878114,-87.629798,crafts,woodworking,1,30.0000463,crafts_woodworking
The Feeling of Being Watched: a documentary film,Help us make an investigative film that looks into an Arab American neighborhood that suspects it's been under surveillance for decades,30000,29.5541088,41.878114,-87.629798,film & video,documentary,1,29.55412037,film & video_documentary
The Red Pills' 1st album - Northern Rock,"A 15 track, 1 hour, funk, punk, rock 'n' roll album which tells the story of one banker during the credit crunch and ensuing recession.",1000,60,53.800755,-1.549077,music,rock,1,60.00001157,music_rock
Beau Le'Phant - 2012 Burning Man Mutant Vehicle,Burning Man 2011 we created a mutant vehicle. We would like help funding improvements of this mutant vehicle for the 2012 event.,1111,34.27204861,39.728494,-121.837478,art,conceptual art,1,34.27204861,art_conceptual art
Liminal,"A short documentary that explores the relation between folklore, people and their landscape through the folklore of seals in Ireland.",3000,30,45.676998,-111.042934,film & video,documentary,1,30,film & video_documentary
X PlusOne: Your Ultimate Hover + Speed Aerial Camera Drone,The X PlusOne is a revolutionary hybrid drone that combines the ability for both stabilized hover and remarkably fast forward flight.,50000,30,48.276577,-116.553465,technology,flight,1,30.00002315,technology_flight
40Love Music Video,"40Love's third release ""Dreams Don't Sleep"" is coming soon and we are asking for your help in funding our new Music Video ""Tiki Tiki feat. Zion I"" !!!",1500,30,37.774929,-122.419415,music,pop,1,30.00833333,music_pop
50 Years of Fashion - Hollywood Icons from 1920's to 1960's,This coffee table art book is my tribute to the starlets and the fashions from the Golden Age of Cinema!,2500,60,44.977753,-93.265011,photography,people,1,60,photography_people
2019 Herbal Roots zine Wall Calendar,"A 2019 wall calendar featuring ""at risk"" native medicinal plants that will be featured in the 2019 issues of Herbal Roots zine.",5000,10,38.627003,-90.199404,publishing,calendars,1,10.00001157,publishing_calendars
Lumiscopic Dichroic Light Art Installation,"Lumiscopic is a start-up design business looking to raise funds to create a dichroic light installation in the Control Room, Bristol.",650,25.26665509,51.454513,-2.58791,art,installations,1,25.26680556,art_installations
Glass Tee Design,I make T-shirts and glass etching projects.,1500,30,43.073052,-89.40123,crafts,diy,0,0,crafts_diy
Fleet Wars - A modern browser based strategy game.,"Fleet Wars is leading the resurgence of the browser based MMO space management genre. Play anytime, anywhere, any platform.",500,29.95833333,-31.952312,115.861309,games,mobile games,0,0,games_mobile games
Luna's Naturals,"great scented, hand poured soy candles that we want to share with the world!!",500,30,45.628028,-122.673865,crafts,candles,0,0,crafts_candles
"THE POLE VAULT, A VIOLENT BALLET","I am following a dream of mine to write a book about ""The Pole Vault"". After two years, it is finally coming into focus!",30000,30,29.760427,-95.369803,publishing,academic,0,0,publishing_academic
All Things Wanting,Norman is struggling to make a film about his fear. He fails and descends into the space between thought and expression.,1000,25,49.282729,-123.120738,film & video,shorts,1,25,film & video_shorts
"Inspiration, Resources & Videos for Creatives",We will be extending the functionality and features of our website in order to create the most useful resource for global creatives.,35000,30,34.052234,-118.243685,technology,web,0,0,technology_web
Tecuani and the Duende - The Voice of the Jaguar,The first ever animated movie production from the Central American/Caribbean nation of Belize,4000,40,17.251011,-88.75902,film & video,animation,1,40.00002315,film & video_animation
Crown of the Oathbreaker,A community-driven D&D 5e and Pathfinder 2e compatible dark adventure campaign through a cursed kingdom and the Feyrealms.,6000,30.04166667,34.052234,-118.243685,games,tabletop games,1,30.04166667,games_tabletop games
"Today, Tomorrow - A Children's Storybook by Akira.A","Follow the exciting adventures of a cat and his friend! \r
A beautifully illustrated tale narrating the journey through the seasons!",500,40,52.486243,-1.890401,publishing,children's books,1,40,publishing_children's books
"Us, Without You","The story of a group of friends, forced to deal with how their lives have changed after one of them passes away.",4500,30,47.606209,-122.332071,film & video,drama,1,30.00003472,film & video_drama
Jason James- Help take my music around the world in 48 days,"Help me bring my message to the world with my new album, ""No Weapon"" and join me in the most important month of my life!",3000,53.63336806,49.282729,-123.120738,music,hip-hop,1,53.63336806,music_hip-hop
Supro: Submit and Rate Music,Grow your own audience and discover new artists. Find the sound you've been missing!,1500,30,43.653226,-79.383184,technology,apps,0,0,technology_apps
BEFRI OS FRA DET ONDE,"En ungdomsroman om to teenageres dramatiske mÃ¸de i Afrika     \r
og om ondskab, venskab og kÃ¦rlighed.",12000,33.17003472,56.188276,10.226571,publishing,young adult,1,33.1700463,publishing_young adult
DIE KITTY DIE: STARSTRUCK!,The next chapter in the DIE KITTY DIE saga brings her into SPACE! Between a Rocket and a Hard Place!,25000,30,41.220095,-74.87128,comics,graphic novels,1,30.00001157,comics_graphic novels
"Words Become Art: Blackout Poetry, A Make 100 Project","We will be making 100 unique pieces of blackout poetry and mounting them, suitable for framing.",100,18,42.32509,-72.641201,art,mixed media,1,18,art_mixed media
What Kind of Book Am I?,A fun and funny children's book with the book itself as the main character trying to figure out what kind of book he is.,2000,30,40.760779,-111.891047,publishing,children's books,1,30.00002315,publishing_children's books
Launch Tickety Boo Press' titles into Bookshops in US & UK,Building on Tickety Boo Press' successes over the last 18 months and giving authors & editors a better financial return on their work.,2000,52.94070602,55.126957,-1.510277,publishing,fiction,1,52.94070602,publishing_fiction
The Laugh Heard Around the World,"Laughter is the best medicine. It's time to heal our world. Support the Laugh Heard Around the World, and be the change you want to see",1,33,34.426389,-117.300878,art,public art,1,33,art_public art
Lapsus Linguae Ghosts E. P.,"The first new release in nearly 12 years -  an 18 minute, three track EP  on 12"" limited edition picture-disc.",2250,19.07670139,55.864237,-4.251806,music,rock,1,19.07670139,music_rock
Tiny Griffins Hard Enamel pins,Griffin pin badges based on tiny birds,850,30,52.945189,-0.160125,fashion,accessories,1,30,fashion_accessories
Movie Magic App,"I have a great idea for an app but it needs your help to bring it to life. 
The game challenges people who love movies as much as i do",1000,30,51.507218,-0.127586,games,mobile games,0,0,games_mobile games
Beatrix & Midge 2018 Calendar,12 fantastic photos of the craziest cat & dog team around! Spend your year in the company of Beatrix and Midge... without all the hair.,4000,33.0653125,49.282729,-123.120738,publishing,calendars,0,0,publishing_calendars
